Name,Bibcode,Type,ET,P,dPdt,Pc,BibcodeP,Solver,q,QT,i,a,Omega,f,r1p,r2p,T1,T2,M1,M2,R1,R2,L1,L2,L3,d,Age,Spots
GSC 4946-0765,2018AcA....68..449A,W,1,0.26966078,,,,PHOEBE,0.425,PH,89,1.93,2.696,0.12668,0.433636,0.29332,5400,5639,0.93,0.4,0.88,0.59,0.59,0.32,0,522,7.31,0
GSC 963-246,2017JAVSO..45...11W,W,1,0.337043,,,,WD,0.14,PH,78.15,,2.021,0.60355,0.527106,0.227318,6100,6122,,,,,,,0,,,0
GU Mon,2011NewA...16...68M,A,0,0.897,,,,PHOEBE,0.9,PH,72.14,,3.181,0.813174,0.425041,0.408137,7221,7221,,,,,,,0,,,0
GU Ori,2017PASJ...69...69Y,W,1,0.47067725,0.012528,,,WD,0.455,PH,86.1,2.93,2.7146,0.268703,0.435273,0.306207,5940,6003,1.05,0.47,1.36,0.97,2.07,1.09,0,,3.184,1
GV Leo,2013RAA....13.1330K,W,1,0.26673171,-0.042768,,,WD,0.188,PH,76.13,,2.181,0.177647,0.496839,0.234478,4850,5344,,,,,,,1,,,1
GW Cep,2010AJ....139..898L,W,1,0.31883212,,32.6,,WD,0.386,PH,85.4,,2.608108,0.175698,0.443429,0.288083,5800,6104,,,,,,,0,,,1
GW Cnc,2016NewA...46...31G,W,1,0.2814114,,,,WD,0.265,SP,83.38,1.936,2.351189,0.218876,0.473565,0.260851,5649,5790,0.971,0.26,0.961,0.53,0.842,0.28,0,367,6.892,1
GW Leo,2020arXiv201102903P,W,0,0.3361488,,,,WD,0.881,PH,54.06,2.573,3.54,0.028462,0.368548,0.347414,5832,6315,1.077,0.949,1.001,0.944,1.04,1.27,0,465.58,,1
GW Tau,2006MNRAS.367..423Z,A,1,0.641359,-0.036461,86.6,,WD,0.315,PH,88.3,4.8,2.4706,0.145796,0.457835,0.270878,8750,5667,2.75,0.85,2.35,1.38,29,1.7,1,,7.085,0
GZ And,2004AcA....54..195B,A,1,0.30500298,,,,WD,0.532,SP,87,2.279,2.899468,0.117933,0.415244,0.310965,5810,5500,1.115,0.593,1.005,0.741,1.033,0.451,0,,,0
GZ Pup,2005Ap&SS.300..289W,W,1,0.320267,,,,WD,0.37,PH,85.08,,2.58,0.159633,0.446013,0.283954,5770,6155,,,,,,,0,,,0
HH Boo,2015NewA...41...26G,A,0,0.318666208,-0.000832,7.39,,WD,0.587,SP,69.41,2.341,3.003375,0.105,0.40657,0.318331,5680,5386,1.068,0.627,0.997,0.782,0.749,0.57,0,190.33,,1
HH UMa,2015NewA...34..271Y,A,0,0.375494,,,,WD,0.295,SP,52.4,2.58,2.379,0.413543,0.473402,0.277537,6550,6297,1.25,0.37,1.32,0.78,3.03,0.86,1,,4.625,0
HI Dra,2014AJ....148..126C,A,0,0.597423,,,,DC,0.25,SP,54.74,3.8,2.3167,0.229657,0.478203,0.256898,7000,6550,1.7,0.42,1.97,1.07,7.87,1.8,1,,2.836,1
HI Pup,2014NewA...31...56U,A,1,0.43257,,,,PHOEBE,0.206,SP,82.2,2.72,2.221,0.202567,0.491136,0.241782,6500,6377,1.21,0.23,1.44,0.67,3.3,0.7,0,,4.412,1
HL Lyn,2018NewA...62...46K,A,1,0.2921654,,,,PHOEBE,0.502,PH,77.6,,2.824,0.185835,0.423418,0.309911,5652,5489,,,,,,,0,,,0
HN Psc,2020NewA...8101439D,W,0,0.32952,,,,PHOEBE,0.853,PH,51.12,,3.48,0.056597,0.373024,0.34652,5124,5743,,,,,,,0,,,1
HN UMa,2007ASPC..362...82O,A,0,0.3826,,,,WD,0.145,SP,47.66,2.84,2.0617,0.285214,0.51726,0.219974,6252,5946,1.91,0.19,1.42,0.61,2.72,0.41,0,,6.053,0
HO Psc,2012PASP..124..693S,A,0,0.32469898,,,,WD,0.436,PH,79.98,,2.73,0.07828,0.429303,0.292946,5705,5500,,,,,,,0,,,1
HR Boo,2015AJ....149..146S,W,1,0.31596784,-0.014774,,,WD,0.244,PH,84.9,,2.292278,0.307807,0.482582,0.258264,5743,5750,,,,,,,0,,,1
HR CVn,2018NewA...63...61U,W,0,0.225435,,,,WD,0.613,PH,71.3,2.202,3.028834,0.165619,0.406424,0.325516,5501,5800,1.63,1,0.91,0.766,0.68,0.594,0,,,0
HT Vir,2016csss.confE.153T,A,0,0.407672,,,,PHOEBE,0.815,PH,71.89,3.1,3.4425,0.000142,0.373279,0.339161,6100,5922,,,,,,,0,,,0
HV Aqr,2013NewA...21...46L,W,1,0.37445838,-0.007638,,,WD,0.145,SP,79.19,2.533,2.0362,0.568318,0.524171,0.22875,6460,6669,1.355,0.197,1.448,0.648,3.272,0.743,0,,3.014,0
HV UMa,2000A&A...356..603C,W,0,0.355385,,,,Bynsyn,0.19,SP,57.3,5.002,2.114118,0.77,0.514102,0.256585,7000,7910,2.8,0.2,2.62,1.18,14.797,4.894,0,,0.913,0
HX UMa,2005Ap&SS.296..305S,A,0,0.3791574,,,,WD,0.291,SP,48.85,,2.3395,0.587162,0.481394,0.284417,6650,6601,,,,,,,1,,,0
HY Pav,1996PASP..108..332L,W,0,0.3516555,,,,WD,0.47,PH,80.49,,2.796192,0.077231,0.423152,0.298859,4739,5000,,,,,,,0,,,1
II Aps,2005Ap&SS.300..289W,W,0,0.842266,,,,WD,0.295,PH,79.9,,2.4,0.299508,0.468845,0.272474,5555,5761,,,,,,,0,,,0
II CMa,2008PASJ...60..565L,A,0,0.22919704,,,,WD,0.9,PH,68.3,,3.5653,0.040804,0.367572,0.349998,4579,4475,,,,,,,0,,,0
II Per,2009AJ....137.3574Z,A,0,0.47985038,-0.006523,,,WD,0.373,PH,80.43,2.82,2.622,0.002212,0.438519,0.277349,5740,4464,0.95,0.36,1.31,0.84,6.86,0.25,0,,13.509,1
II UMa,2016AJ....151...67Z,A,1,0.82522,0.042163,,,WD,0.172,SP,77.7,4.909,2.0656,0.868578,0.522694,0.252213,6424,6418,1.99,0.34,,,,,1,,,0
IK Boo,2017PASJ...69...62K,A,0,0.303117,-0.028339,9.74,,WD,0.873,PH,61.3,2.329,3.535777,0.008401,0.368069,0.345331,5781,5422,0.986,0.86,0.91,0.854,0.641,0.729,0,,,1
IK Per,2005AJ....129.2806Z,A,1,0.67603467,-0.0216,50.5,,WD,0.191,PH,77.75,4.298,2.1464,0.520627,0.506055,0.247552,9070,7470,1.99,0.34,2.4,1.15,35.04,5.67,0,,1.27,1
IR Vir,1995IBVS.4257....1G,A,0,0.36942,,,,Binary Maker,0.55,PH,79.8,,2.964235,0.02,0.407353,0.308359,6620,6600,,,,,,,0,,,0
IV Dra,1998IBVS.4610....1R,W,0,0.26805,,,,Binary Maker,0.5,PH,69,,2.816128,0.2,0.424471,0.310354,5400,5600,,,,,,,0,,,1
KAO-EGYPT J225702.44+523222.1,2017NewA...55...27S,A,0,0.273553,,,,WD,0.275,PH,76,1.849,2.338,0.419327,0.478484,0.272119,5150,5070,0.889,0.244,0.965,0.937,0.588,0.521,0,,5.549,1
KIC 10007533,2016PASA...33...43S,A,1,0.648064,,,,PHOEBE,0.081,PH,80.7,4.205,1.8702,0.535518,0.555741,0.189195,6808,6338,2.199,0.178,2.566,0.881,12.668,1.124,0,,3.05,0
KIC 10229723,2016PASA...33...43S,A,1,0.628724,,,,PHOEBE,0.105,PH,76.2,4.094,1.9728,0.023131,0.531887,0.193207,6201,5904,2.11,0.222,2.363,0.852,7.398,0.789,0,,4.025,0
KIC 10267044,2017MNRAS.466.2488Z,A,1,0.43003645,,,,WD,0.24,PH,89.56,,2.2463,0.548342,0.492372,0.266649,6808,6700,,,,,,,1,,,0
KIC 10395609,2016PASA...33...43S,A,1,0.364254,,,,PHOEBE,0.121,PH,77.5,2.528,1.9498,0.915887,0.542464,0.226194,6160,6077,1.46,0.177,1.504,0.657,2.917,0.527,0,,4.992,0
KIC 10596883,2016PASA...33...43S,A,1,0.468911,,,,PHOEBE,0.088,PH,69.9,3.16,1.9109,0.182228,0.545363,0.1865,7296,6514,1.772,0.156,1.882,0.641,8.988,0.663,0,,4.176,0
KIC 10618253,2016PASA...33...43S,A,1,0.437403,,,,PHOEBE,0.125,SP,82.4,2.87,1.957887,0.93,0.54114,0.229089,6118,5970,1.476,0.184,1.703,0.756,3.639,0.698,0,,4.173,0
KIC 11097678,2016PASA...33...43S,A,1,0.999716,,,,PHOEBE,0.064,PH,74.5,6.165,1.8068,0.801264,0.57103,0.180438,6493,6334,2.96,0.189,3.897,1.264,24.18,2.29,0,,1.992,0
KIC 11144556,2016PASA...33...43S,A,1,0.64298,,,,PHOEBE,0.087,PH,69.7,4.175,1.8766,0.729781,0.555388,0.198104,6428,6202,2.174,0.191,2.542,0.927,9.886,1.13,0,,3.077,0
KIC 12055014,2016PASA...33...43S,A,1,0.499905,,,,PHOEBE,0.128,PH,79.7,3.343,1.9924,0.596582,0.532085,0.220726,6546,6440,1.781,0.228,1.939,0.819,6.188,1.034,0,,3.383,0
KIC 12055255,2015AN....336..153K,W,0,0.22095,,,,PHOEBE,0.964,PH,39.79,,3.6326,0.110422,0.366598,0.360438,3701,3744,,,,,,,0,,,1
KIC 12352712,2016PASA...33...43S,A,1,0.722065,,,,PHOEBE,0.073,PH,82.5,4.626,1.8447,0.56628,0.561468,0.183584,6667,6399,2.377,0.174,2.859,0.944,14.468,1.337,0,,2.728,0
KIC 1572353,2015AN....336..153K,A,0,0.2289,,,,PHOEBE,0.958,PH,43.84,,3.6809,0,0.359746,0.352531,4525,4277,,,,,,,0,,,1
KIC 2159783,2016PASA...33...43S,W,1,0.373884,,,,PHOEBE,0.147,PH,78.9,2.587,2.019,0.799647,0.529358,0.237282,5643,5717,1.451,0.213,1.496,0.694,2.033,0.466,0,,4.278,0
KIC 3104113,2016PASA...33...43S,W,1,0.846786,,,,PHOEBE,0.159,PH,78.3,5.324,2.0303,0.947129,0.529167,0.248687,5910,5986,2.44,0.388,3.085,1.538,10.401,2.719,0,,1.435,0
KIC 3127873,2016PASA...33...43S,A,1,0.671526,,,,PHOEBE,0.073,PH,80.5,4.339,1.8408,0.647576,0.562689,0.185264,6069,5791,2.268,0.166,2.69,0.899,8.796,0.813,0,,3.702,0
KIC 3221207,2017AIPC.1815h0004A,A,1,0.4738303,,,,WD,0.244,PH,80.85,3.073,2.218,0.784529,0.500059,0.278341,6414,6404,1.3,0.32,1.67,0.87,4.24,1.15,1,527,3.487,0
KIC 4244929,2016PASA...33...43S,W,1,0.341403,,,,PHOEBE,0.059,PH,70.6,2.388,1.7911,0.80902,0.57473,0.175754,5857,5867,1.481,0.087,1.521,0.477,2.44,0.242,0,,5.64,0
KIC 5439790,2016PASA...33...43S,A,1,0.796086,,,,PHOEBE,0.174,PH,81.8,5.042,2.1337,0.295727,0.505456,0.232998,6566,6369,2.314,0.403,2.764,1.29,12.724,2.447,0,,2.25,0
KIC 5809868,2017MNRAS.466.2488Z,A,1,0.43939017,,,,WD,0.201,PH,90,,2.1743,0.470002,0.501283,0.249504,6880,6365,,,,,,,1,,,0
KIC 6050116,2019RAA....19...25N,A,0,0.2399081,,,,PHOEBE,0.573,PH,69.2,1.68,2.9899,0.070412,0.406651,0.314413,4569,4485,0.702,0.402,0.757,0.606,0.225,0.131,0,,,1
KIC 6118779,2016PASA...33...43S,A,1,0.364246,,,,PHOEBE,0.117,PH,80.2,2.528,1.94,0.921828,0.544296,0.223858,5428,5395,1.465,0.171,1.512,0.657,1.777,0.33,0,,6.841,0
KIC 6309193,2015AN....336..153K,A,0,0.2125,,,,PHOEBE,0.801,PH,13.45,,3.4165,0.0037,0.374984,0.337922,5435,4751,,,,,,,0,,,1
KIC 6677225,2017AIPC.1815h0004A,W,0,0.5250272,,,,WD,0.202,PH,63.02,3.253,2.122009,0.894147,0.514762,0.266623,6398,7058,1.3,0.26,1.83,0.89,5,1.74,0,1293,1.8,0
KIC 7601767,2016PASA...33...43S,A,1,0.486734,,,,PHOEBE,0.107,PH,71.2,3.266,1.9491,0.449128,0.539108,0.204628,6567,6447,1.784,0.191,1.925,0.74,6.173,0.829,0,,3.757,0
KIC 7698650,2016PASA...33...43S,A,1,0.599155,,,,PHOEBE,0.095,PH,79.1,3.923,1.906,0.605038,0.548633,0.200815,6107,6026,2.064,0.196,2.357,0.876,6.922,0.905,0,,3.568,0
KIC 8108785,2015AN....336..153K,A,0,0.22884,,,,PHOEBE,0.831,PH,62.78,,3.4664,0.006825,0.372071,0.341174,4711,4246,,,,,,,0,,,1
KIC 8145477,2016PASA...33...43S,A,1,0.565784,,,,PHOEBE,0.082,PH,82,3.73,1.8804,0.40056,0.552902,0.187025,6801,6473,2.012,0.165,2.26,0.767,9.791,0.921,0,,3.415,0
KIC 8265951,2016PASA...33...43S,A,1,0.779958,,,,PHOEBE,0.134,PH,77.4,4.952,2.0272,0.365389,0.52397,0.217186,7044,6737,2.364,0.317,2.816,1.175,17.496,2.537,0,,2.049,0
KIC 8496820,2016PASA...33...43S,A,1,0.436967,,,,PHOEBE,0.176,PH,82.9,2.969,2.1046,0.596096,0.51334,0.244066,6310,6141,1.566,0.276,1.655,0.803,3.891,0.82,0,,4.194,0
KIC 8539720,2016PASA...33...43S,A,1,0.744499,,,,PHOEBE,0.067,PH,71.1,4.752,1.8303,0.47291,0.56435,0.176751,6351,5972,2.438,0.163,2.955,0.929,12.726,0.98,0,,3.277,0
KIC 8804824,2016PASA...33...43S,A,1,0.457404,,,,PHOEBE,0.091,PH,81,3.091,1.9228,0.137239,0.542647,0.187466,7202,6168,1.738,0.158,1.829,0.628,8.06,0.511,0,,4.968,0
KIC 9151972,2016PASA...33...43S,A,1,0.386796,,,,PHOEBE,0.059,PH,70.1,2.666,1.793,0.760173,0.574108,0.174844,6040,5982,1.606,0.095,1.696,0.528,3.431,0.318,0,,6.22,0
KIC 9350889,2016PASA...33...43S,A,1,0.725948,,,,PHOEBE,0.102,PH,79.8,4.648,1.9232,0.631496,0.54536,0.206146,6725,6692,2.322,0.237,2.775,1.068,14.111,2.042,0,,2.209,0
KIC 9453192,2016PASA...33...43S,A,1,0.718837,,,,PHOEBE,0.099,PH,76.9,4.607,1.9277,0.437929,0.543269,0.199394,6729,6218,2.314,0.229,2.734,1.01,13.735,1.365,0,,2.827,0
KIC 9832227,2017ApJ...840....1M,W,0,0.4579615,,,,PHOEBE,0.228,SP,53.19,2.992,2.238854,0.43,0.491584,0.25777,5800,5920,1.395,0.318,1.581,0.83,2.609,0.789,0,,3.338,0
KN Per,1997Ap&SS.254..295G,A,1,0.8664604,0.036115,,2018NewA...62...20H,WD,0.25,PH,83.55,,2.269,0.533478,0.489156,0.269369,7650,7288,,,,,,,1,,,1
LO And,2015IBVS.6134....1N,W,1,0.38044188,0.019354,29.6,,WD,0.305,SP,80.1,2.74,2.401,0.401383,0.470582,0.279698,6650,6690,1.468,0.447,1.4,0.84,3.44,1.27,0,343,2.721,1
LO Com,2016PASP..128l4201Z,W,0,0.28636058,-0.010195,,,WD,0.404,PH,79.99,,2.664239,0.085741,0.435863,0.287249,4874,5178,,,,,,,0,,,0
LP Com,2017PASP..129j4204L,W,0,0.3379335,0.022378,10.09,,WD,0.229,PH,73.06,,2.273154,0.213008,0.483852,0.249882,4852,5247,,,,,,,0,,,1
LP UMa,2016NewA...44...29G,A,0,0.309898,0.093312,14.84,,WD,0.33,PH,52.63,2.06,2.5131,0.089548,0.451981,0.271949,5500,5256,0.92,0.3,,,,,0,,,1
LR Cam,2010PASJ...62.1045Y,A,0,0.43414003,0.005694,5.34,,WD,0.3,PH,78.15,2.54,2.422,0.236438,0.46512,0.271045,5500,5198,0.9,0.27,1.27,0.73,1.32,0.35,0,,7.876,1
LS Del,2011MNRAS.412.1787D,W,0,0.363842,0.01944,,2001MNRAS.328..635Q,WD,0.375,SP,45.25,2.573,2.581365,0.196555,0.446627,0.286753,6192,6250,1.253,0.47,1.23,0.792,1.992,0.933,0,,3.64,0
LT Pav,1995AcA....45..399C,A,1,0.393671773,-0.055296,,1994AcA....44..291C,WD,0.338,PH,81.81,3.54,2.5319,0.082685,0.44975,0.273529,6095,6042,2.87,0.97,1.7,1.04,3.59,1.29,0,,,0
LU Lac,2014NewA...31...65L,W,0,0.29880186,,51.92,,WD,0.48,PH,82.2,,2.810713,0.089403,0.422142,0.301073,4899,5310,,,,,,,0,,,0
LZ Dra,2001IBVS.5207....1V,W,0,0.350374,,,,WD,0.714,PH,72,,3.243925,0.06,0.3879,0.33192,5400,5500,,,,,,,0,,,1
LZ Her,2005PASP..117.1394K,W,0,0.33173646,,,,WD,0.387,PH,76.4,,2.608662,0.178306,0.443428,0.288332,5700,6000,,,,,,,0,,,1
Mis V1395,2020MNRAS.497.3381G,W,1,0.7393,,,,WD,0.15,PH,79.6,,2.019,0.868556,0.530091,0.241204,5745,5861,,,,,,,1,,,1
MQ Peg,2004IBVS.5547....1W,A,0,0.3793826,0.021997,,,Binary Maker,0.984,PH,59,,3.670354,0.1,0.364197,0.36151,6535,6480,,,,,,,0,,,0
MQ UMa,2015AJ....150...83Z,A,0,0.476058,,13.6,,WD,0.195,PH,65.6,,2.1172,0.827378,0.514456,0.261004,6352,6224,,,,,,,1,,,0
MR Com,2013AJ....146...38Q,W,0,0.412744,-0.045792,10.1,,WD,0.256,PH,74.5,,2.349598,0.101297,0.472042,0.253553,6442,6530,,,,,,,1,,,0
MW And,2019NewA...66...68Z,W,1,0.26376886,-0.146016,,,WD,0.503,PH,86.1,,2.766834,0.379544,0.433687,0.320906,4338,4579,,,,,,,0,,,1
MW Pav,2015PASP..127..742A,W,1,0.79498593,,,,WD,0.22,SP,86.39,4.427,2.185,0.692604,0.502903,0.265542,6900,6969,1.514,0.327,2.412,1.277,11.819,3.314,0,,1.237,1
MX Peg,2004IBVS.5547....1W,A,0,0.3743902,,,,Binary Maker,0.959,PH,62,,3.683066,0,0.359628,0.35264,6130,5990,,,,,,,0,,,0
NEV 64,2020MNRAS.497.3381G,A,0,0.716718,,,,WD,0.535,PH,74.3,,2.799779,0.45,0.433116,0.330687,5651,5238,,,,,,,1,,,1
NGC 6397 V7,2013NewA...25...12L,W,0,0.269861,0.003517,,,WD,0.372,PH,71.7,1.819,2.613969,0.02557,0.439807,0.278137,5985,6077,0.807,0.3,0.854,0.542,0.838,0.359,0,2300,6.078,0
NGC 6397 V8,2013NewA...25...12L,A,1,0.271243,0.022196,,,WD,0.159,PH,81.35,1.773,2.0805,0.456932,0.515681,0.231834,6928,6716,0.876,0.139,0.995,0.456,2.044,0.379,0,2300,5.91,0
NGC 7789 V12,2015AJ....149...38Q,W,1,0.3916863,0.214272,,,WD,0.26,PH,83.6,2.433,2.304148,0.438326,0.483063,0.268413,5686,5862,1,0.26,,,,,0,,,1
NN Vir,2011MNRAS.412.1787D,W,1,0.480688,,,,WD,0.491,SP,65.52,3.574,2.696,0.553199,0.444958,0.329169,7148,7201,1.774,0.871,1.723,1.294,6.941,4.033,0,,1.709,0
NO Cam,2017PASJ...69...37Z,A,1,0.430754,0.000126,2.23,,WD,0.439,PH,84.5,3.029,2.6099,0.552568,0.452501,0.318886,6530,6486,1.4,0.61,,,,,0,,,0
NR Cam,2015NewA...37...64T,W,0,0.255886072,,,,PHOEBE,0.942,PH,66.1,2.1,3.651601,0.005609,0.361523,0.351483,5180,5750,0.98,0.92,0.81,0.79,0.424,0.613,0,,,1
NSV 1000,2018JAVSO..46...10R,W,0,0.336579,,,,Binary Maker,0.268,PH,72.5,2.089,2.390188,0.025,0.465714,0.254035,5390,5555,0.85,0.23,,,,,0,,,0
NSV 3744,2014NewA...26...98M,A,0,0.5204039,,,,WD,0.379,PH,81.1,2.014,2.5983,0.157826,0.444066,0.28576,6900,5241,1.553,0.59,1.696,1.121,5.89,0.855,0,,7.333,0
NSV 395,2016JAVSO..44..101S,A,0,0.30767914,,,,WD,0.423,PH,80.9,,2.634,0.35166,0.444898,0.304446,5000,4822,,,,,,,0,,,1
NSVS 10632802,2018PASA...35....8K,W,0,0.2207213,,,,PHOEBE,0.457,PH,79.1,1.57,2.682648,0.395556,0.441515,0.313454,4576,4986,0.74,0.34,0.75,0.54,0.223,0.162,0,,8.631,1
NSVS 11234970,2015RAA....15.1493K,A,0,0.25074,,,,PHOEBE,0.986,PH,74.36,,3.615,0.209004,0.371642,0.369299,4600,3969,,,,,,,1,,,1
NSVS 113026,2015CoSka..45...28K,W,0,0.322424,,,,PHOEBE,0.794,PH,54.7,,3.373,0.075306,0.380111,0.341694,5603,5801,,,,,,,0,,,1
NSVS 10971359,2015RAA....15.1493K,A,0,0.27977,,,,PHOEBE,0.462,PH,66.8,,2.785,0.061363,0.423797,0.296668,4936,4423,,,,,,,1,,,1
NSVS 1461538,2016JASS...33..185K,W,1,0.3913025,,5.6,,WD,0.285,PH,88.69,2.58,2.378916,0.30129,0.471428,0.269819,5340,5753,1.09,0.31,1.31,0.76,1.25,0.57,0,130.62,4.244,1
NSVS 1557555,2017NewA...57...37B,W,1,0.2725163,,,,WD,0.556,PH,85.24,2.01,2.940333,0.124414,0.412085,0.31489,4794,5034,0.944,0.519,0.885,0.685,0.371,0.269,1,,6.237,1
NSVS 1768818,2019AJ....158..186K,A,1,0.41616826,,,,PHOEBE,0.272,PH,81.4,4.442,2.38,0.137713,0.468668,0.259526,6570,6240,2.488,0.299,2.509,1.026,5.474,0.736,0,427,4.68,1
NSVS 1917038,2020MNRAS.497.3381G,W,1,0.31807282,,,,WD,0.146,PH,73.8,,2.089267,0.037309,0.510456,0.213633,4869,5074,,,,,,,1,,,1
NSVS 1926064,2020NewA...7701352K,A,1,0.4074728,,,,PHOEBE,0.16,PH,78.4,2.818,2.057,0.708125,0.522147,0.240687,6050,5951,1.558,0.249,1.605,0.755,3.091,0.641,0,,4.816,1
NSVS 2175434,2018PASA...35....8K,W,1,0.22095106,,,,PHOEBE,0.332,PH,81.9,1.57,2.433555,0.500019,0.468878,0.291521,4898,4903,0.81,0.27,0.8,0.51,0.329,0.131,0,,11.462,1
NSVS 2244206,2016RAA....16..135K,A,0,0.280727,,,,PHOEBE,0.735,PH,76.42,2.214,3.1961,0.259287,0.397903,0.34689,5157,4702,1.064,0.782,0.951,0.833,0.519,0.338,0,,,0
NSVS 2256852,2018NewA...62...46K,A,1,0.3488812,,,,PHOEBE,0.162,PH,75.6,,2.117,0.16542,0.506879,0.223839,6804,5606,,,,,,,0,,,1
NSVS 2459652,2017RMxAA..53..133K,A,0,0.25173,,,,PHOEBE,0.786,PH,63.5,,3.315,0.17576,0.387289,0.347274,4731,4614,,,,,,,0,,,1
NSVS 2569022,2018RAA....18..129K,A,1,0.287797,,,,PHOEBE,0.078,PH,76.29,1.98,1.88729,0.008255,0.549692,0.176075,6100,6100,1.168,0.09,1.188,0.378,1.727,0.175,0,,9.197,1
NSVS 2607629,2018PASA...35....8K,A,0,0.22937019,,,,PHOEBE,0.619,PH,80.2,1.66,2.996,0.283111,0.412577,0.333365,5390,5168,0.72,0.45,0.74,0.6,0.412,0.231,0,,,1
NSVS 2669503,2018AJ....156...88L,A,0,0.23400736,,,,WD,0.3,PH,71.64,1.54,2.464,0.011916,0.456396,0.261651,4571,4471,0.69,0.21,0.75,0.43,0.22,0.07,0,,,1
NSVS 2700153,2015MNRAS.448.2890D,A,0,0.228456,,,,PHOEBE,0.775,PH,47.8,1.65,3.343,0.070856,0.381828,0.339384,4785,4689,0.65,0.5,0.67,0.6,0.22,0.16,1,,,0
NSVS 2701634,2016NewA...46...25M,W,0,0.2447151,,,,WD,0.384,PH,72.04,1.771,2.609353,0.152575,0.442817,0.286537,4204,4660,0.898,0.345,0.84,0.557,0.298,0.087,0,,13.001,1
NSVS 2729229,2018PASA...35....8K,A,0,0.22884,,,,PHOEBE,0.81,PH,49.6,1.65,3.32,0.250543,0.389816,0.354862,3942,3692,0.64,0.52,0.7,0.64,0.105,0.067,0,,,1
NSVS 3198272,2019AJ....158..186K,A,1,0.352281,,,,PHOEBE,0.115,PH,85.2,2.558,1.975,0.391183,0.533747,0.2078,7035,6680,1.621,0.186,1.479,0.583,4.802,0.607,0,170,4.593,1
NSVS 3325547,2019AJ....158..186K,W,1,0.358137949,,,,PHOEBE,0.415,PH,86.2,2.747,2.69103,0.071595,0.432914,0.288805,6642,6815,1.53,0.635,1.272,0.853,2.821,1.408,0,259,3.304,1
NSVS 3640326,2015CoSka..45...28K,A,1,0.41942,,,,PHOEBE,0.411,PH,89.7,,2.553,0.589555,0.458832,0.315014,5440,5273,,,,,,,0,,,1
NSVS 3777464,2020BlgAJ..32...71K,W,0,0.319938,,,,PHOEBE,0.55,PH,64.8,2.339,2.941144,0.091342,0.411116,0.312244,4820,5553,1.08,0.594,1.029,0.786,0.512,0.526,0,,4.484,0
NSVS 3853195,2017RAA....17...42K,A,0,0.29253,,,,PHOEBE,0.899,PH,69.8,,3.539,0.090402,0.370905,0.353162,5733,5637,,,,,,,0,,,1
NSVS 4161544,2019AJ....157...73K,W,0,0.35168,,,,PHOEBE,0.296,SP,65,2.6,2.439473,0.098316,0.460718,0.264225,5726,6016,1.473,0.436,1.285,0.742,1.506,0.646,0,,4.755,0
NSVS 4316778,2020NewA...7701352K,W,1,0.2559631,,,,PHOEBE,0.147,PH,75.6,1.576,2.095024,0,0.509167,0.212951,5960,6100,0.698,0.103,0.865,0.363,0.847,0.162,0,,7.679,1
NSVS 4484038,2015MNRAS.448.2890D,A,0,0.218493,,,,PHOEBE,0.792,PH,70.1,1.55,3.364,0.087948,0.381109,0.342281,5000,4897,0.56,0.45,0.63,0.57,0.23,0.17,1,,,1
NSVS 4666412,2018NewA...62...46K,A,0,0.2831663,,,,PHOEBE,0.752,PH,70.08,,3.262,0.169225,0.390398,0.343049,4645,4412,,,,,,,0,,,1
NSVS 4726498,2018NewA...62...46K,W,1,0.3117609,,,,PHOEBE,0.385,PH,81.69,,2.60595,0.175697,0.44365,0.287857,4986,5286,,,,,,,0,,,0
NSVS 4808227,2018NewA...62...46K,A,1,0.3962165,,,,PHOEBE,0.455,PH,89.5,,2.741,0.172453,0.430464,0.301131,5922,5816,,,,,,,0,,,1
NSVS 5066754,2016AJ....152..227S,A,1,0.3751689,0.002082,,,WD,0.499,PH,89.8,,2.858,0.055962,0.417171,0.302565,5750,5389,,,,,,,0,,,1
NSVS 5810460,2020BlgAJ..32...71K,W,0,0.24719,,,,PHOEBE,0.667,PH,51.7,2.187,3.103736,0.210667,0.402437,0.335369,4811,5596,1.345,0.278,1.151,0.567,0.708,0.312,0,,6.539,1
NSVS 667994,2020NewA...7701352K,W,1,0.26688473,,,,PHOEBE,0.32,PH,89.3,1.707,2.473,0.186325,0.458276,0.273853,5250,5330,0.709,0.227,0.838,0.507,0.479,0.186,0,,9.005,1
NSVS 6859986,2017RMxAA..53..235K,A,1,0.38356914,,,,PHOEBE,0.208,PH,89,,2.125,0.967405,0.515511,0.272559,5100,5100,,,,,,,0,,,0
NSVS 7051868,2017NewA...50...73B,A,1,0.517602,,,,WD,0.223,PH,85.5,3.4,2.239,0.353307,0.490488,0.253102,6405,5685,1.61,0.36,1.8,0.94,4.88,0.83,0,,4.682,0
NSVS 7179685,2015MNRAS.448.2890D,W,1,0.20974,,,,PHOEBE,0.47,PH,85.5,1.461,2.762688,0.194378,0.429032,0.304922,3979,4100,0.65,0.3,0.67,0.48,0.1,0.06,1,,11.123,1
NSVS 7328383,2019NewA...68...20K,A,1,0.272078,,,,PHOEBE,0.205,PH,78,1.889,2.22273,0.171379,0.490514,0.240351,5146,5056,1.013,0.208,1,0.49,0.633,0.144,0,,,1
NSVS 7377875,2017RMxAA..53..133K,A,0,0.26498067,,,,PHOEBE,0.898,PH,84.9,,3.528,0.109284,0.372243,0.354322,4689,4613,,,,,,,0,,,1
